##,###,S,C,A,L,E,S,!,S,C,A,L,E,S,!,S,C,A,L,E,S
661,661,0.017,0.11,0.28,0.432,0.525,0.695,0.847,1.017,1.11,1.28,1.432,1.525,1.695,1.847,2.017,2.11,2.28,2.432,2.525,2.695
662,662,0.017,0.11,0.28,0.432,0.602,0.695,0.847,1.017,1.11,1.28,1.432,1.602,1.695,1.847,2.017,2.11,2.28,2.432,2.602,2.695
663,663,0.017,0.11,0.28,0.432,0.602,0.695,0.847,1.017,1.11,1.28,1.432,1.602,1.695,1.847,2.017,2.11,2.28,2.432,2.602,2.695
664,664,0.017,0.11,0.28,0.432,0.602,0.695,0.865,1.017,1.11,1.28,1.432,1.602,1.695,1.865,2.017,2.11,2.28,2.432,2.602,2.695
665,665,0.017,0.11,0.28,0.432,0.602,0.695,0.865,1.017,1.11,1.28,1.432,1.602,1.695,1.865,2.017,2.11,2.28,2.432,2.602,2.695
666,666,0.017,0.187,0.28,0.432,0.602,0.695,0.865,1.017,1.187,1.28,1.432,1.602,1.695,1.865,2.017,2.187,2.28,2.432,2.602,2.695
667,667,0.017,0.187,0.28,0.432,0.602,0.695,0.865,1.017,1.187,1.28,1.432,1.602,1.695,1.865,2.017,2.187,2.28,2.432,2.602,2.695
668,668,0.017,0.187,0.28,0.45,0.602,0.695,0.865,1.017,1.187,1.28,1.45,1.602,1.695,1.865,2.017,2.187,2.28,2.45,2.602,2.695
669,669,0.017,0.187,0.28,0.45,0.602,0.695,0.865,1.017,1.187,1.28,1.45,1.602,1.695,1.865,2.017,2.187,2.28,2.45,2.602,2.695
670,670,0.017,0.187,0.28,0.45,0.602,0.772,0.865,1.017,1.187,1.28,1.45,1.602,1.772,1.865,2.017,2.187,2.28,2.45,2.602,2.772
671,671,0.017,0.187,0.28,0.45,0.602,0.772,0.865,1.017,1.187,1.28,1.45,1.602,1.772,1.865,2.017,2.187,2.28,2.45,2.602,2.772
672,672,0.035,0.187,0.28,0.45,0.602,0.772,0.865,1.035,1.187,1.28,1.45,1.602,1.772,1.865,2.035,2.187,2.28,2.45,2.602,2.772
673,673,0.035,0.187,0.28,0.45,0.602,0.772,0.865,1.035,1.187,1.28,1.45,1.602,1.772,1.865,2.035,2.187,2.28,2.45,2.602,2.772
674,674,0.035,0.187,0.357,0.45,0.602,0.772,0.865,1.035,1.187,1.357,1.45,1.602,1.772,1.865,2.035,2.187,2.357,2.45,2.602,2.772
675,675,0.035,0.187,0.357,0.45,0.602,0.772,0.865,1.035,1.187,1.357,1.45,1.602,1.772,1.865,2.035,2.187,2.357,2.45,2.602,2.772
676,676,0.035,0.187,0.357,0.45,0.62,0.772,0.865,1.035,1.187,1.357,1.45,1.62,1.772,1.865,2.035,2.187,2.357,2.45,2.62,2.772
677,677,0.035,0.187,0.357,0.45,0.62,0.772,0.865,1.035,1.187,1.357,1.45,1.62,1.772,1.865,2.035,2.187,2.357,2.45,2.62,2.772
678,678,0.035,0.187,0.357,0.45,0.62,0.772,0.942,1.035,1.187,1.357,1.45,1.62,1.772,1.942,2.035,2.187,2.357,2.45,2.62,2.772
679,679,0.035,0.187,0.357,0.45,0.62,0.772,0.942,1.035,1.187,1.357,1.45,1.62,1.772,1.942,2.035,2.187,2.357,2.45,2.62,2.772
680,680,0.035,0.205,0.357,0.45,0.62,0.772,0.942,1.035,1.205,1.357,1.45,1.62,1.772,1.942,2.035,2.205,2.357,2.45,2.62,2.772
681,681,0.035,0.205,0.357,0.45,0.62,0.772,0.942,1.035,1.205,1.357,1.45,1.62,1.772,1.942,2.035,2.205,2.357,2.45,2.62,2.772
682,682,0.035,0.205,0.357,0.527,0.62,0.772,0.942,1.035,1.205,1.357,1.527,1.62,1.772,1.942,2.035,2.205,2.357,2.527,2.62,2.772
683,683,0.035,0.205,0.357,0.527,0.62,0.772,0.942,1.035,1.205,1.357,1.527,1.62,1.772,1.942,2.035,2.205,2.357,2.527,2.62,2.772
684,684,0.035,0.205,0.357,0.527,0.62,0.79,0.942,1.035,1.205,1.357,1.527,1.62,1.79,1.942,2.035,2.205,2.357,2.527,2.62,2.79
685,685,0.035,0.205,0.357,0.527,0.62,0.79,0.942,1.035,1.205,1.357,1.527,1.62,1.79,1.942,2.035,2.205,2.357,2.527,2.62,2.79
686,686,0.112,0.205,0.357,0.527,0.62,0.79,0.942,1.112,1.205,1.357,1.527,1.62,1.79,1.942,2.112,2.205,2.357,2.527,2.62,2.79
687,687,0.112,0.205,0.357,0.527,0.62,0.79,0.942,1.112,1.205,1.357,1.527,1.62,1.79,1.942,2.112,2.205,2.357,2.527,2.62,2.79
688,688,0.112,0.205,0.375,0.527,0.62,0.79,0.942,1.112,1.205,1.375,1.527,1.62,1.79,1.942,2.112,2.205,2.375,2.527,2.62,2.79
689,689,0.112,0.205,0.375,0.527,0.62,0.79,0.942,1.112,1.205,1.375,1.527,1.62,1.79,1.942,2.112,2.205,2.375,2.527,2.62,2.79
690,690,0.112,0.205,0.375,0.527,0.697,0.79,0.942,1.112,1.205,1.375,1.527,1.697,1.79,1.942,2.112,2.205,2.375,2.527,2.697,2.79
691,691,0.112,0.205,0.375,0.527,0.697,0.79,0.942,1.112,1.205,1.375,1.527,1.697,1.79,1.942,2.112,2.205,2.375,2.527,2.697,2.79
692,692,0.112,0.205,0.375,0.527,0.697,0.79,0.96,1.112,1.205,1.375,1.527,1.697,1.79,1.96,2.112,2.205,2.375,2.527,2.697,2.79
693,693,0.112,0.205,0.375,0.527,0.697,0.79,0.96,1.112,1.205,1.375,1.527,1.697,1.79,1.96,2.112,2.205,2.375,2.527,2.697,2.79
694,694,0.112,0.282,0.375,0.527,0.697,0.79,0.96,1.112,1.282,1.375,1.527,1.697,1.79,1.96,2.112,2.282,2.375,2.527,2.697,2.79
695,695,0.112,0.282,0.375,0.527,0.697,0.79,0.96,1.112,1.282,1.375,1.527,1.697,1.79,1.96,2.112,2.282,2.375,2.527,2.697,2.79
696,696,0.112,0.282,0.375,0.545,0.697,0.79,0.96,1.112,1.282,1.375,1.545,1.697,1.79,1.96,2.112,2.282,2.375,2.545,2.697,2.79
697,697,0.112,0.282,0.375,0.545,0.697,0.79,0.96,1.112,1.282,1.375,1.545,1.697,1.79,1.96,2.112,2.282,2.375,2.545,2.697,2.79
698,698,0.112,0.282,0.375,0.545,0.697,0.867,0.96,1.112,1.282,1.375,1.545,1.697,1.867,1.96,2.112,2.282,2.375,2.545,2.697,2.867
699,699,0.112,0.282,0.375,0.545,0.697,0.867,0.96,1.112,1.282,1.375,1.545,1.697,1.867,1.96,2.112,2.282,2.375,2.545,2.697,2.867
700,700,0.13,0.282,0.375,0.545,0.697,0.867,0.96,1.13,1.282,1.375,1.545,1.697,1.867,1.96,2.13,2.282,2.375,2.545,2.697,2.867
701,701,0.13,0.282,0.375,0.545,0.697,0.867,0.96,1.13,1.282,1.375,1.545,1.697,1.867,1.96,2.13,2.282,2.375,2.545,2.697,2.867
702,702,0.13,0.282,0.452,0.545,0.697,0.867,0.96,1.13,1.282,1.452,1.545,1.697,1.867,1.96,2.13,2.282,2.452,2.545,2.697,2.867
703,703,0.13,0.282,0.452,0.545,0.697,0.867,0.96,1.13,1.282,1.452,1.545,1.697,1.867,1.96,2.13,2.282,2.452,2.545,2.697,2.867
704,704,0.13,0.282,0.452,0.545,0.715,0.867,0.96,1.13,1.282,1.452,1.545,1.715,1.867,1.96,2.13,2.282,2.452,2.545,2.715,2.867
705,705,0.13,0.282,0.452,0.545,0.715,0.867,0.96,1.13,1.282,1.452,1.545,1.715,1.867,1.96,2.13,2.282,2.452,2.545,2.715,2.867
706,706,0.037,0.13,0.282,0.452,0.545,0.715,0.867,1.037,1.13,1.282,1.452,1.545,1.715,1.867,2.037,2.13,2.282,2.452,2.545,2.715
707,707,0.037,0.13,0.282,0.452,0.545,0.715,0.867,1.037,1.13,1.282,1.452,1.545,1.715,1.867,2.037,2.13,2.282,2.452,2.545,2.715
708,708,0.037,0.13,0.3,0.452,0.545,0.715,0.867,1.037,1.13,1.3,1.452,1.545,1.715,1.867,2.037,2.13,2.3,2.452,2.545,2.715
709,709,0.037,0.13,0.3,0.452,0.545,0.715,0.867,1.037,1.13,1.3,1.452,1.545,1.715,1.867,2.037,2.13,2.3,2.452,2.545,2.715
710,710,0.037,0.13,0.3,0.452,0.622,0.715,0.867,1.037,1.13,1.3,1.452,1.622,1.715,1.867,2.037,2.13,2.3,2.452,2.622,2.715
711,711,0.037,0.13,0.3,0.452,0.622,0.715,0.867,1.037,1.13,1.3,1.452,1.622,1.715,1.867,2.037,2.13,2.3,2.452,2.622,2.715
712,712,0.037,0.13,0.3,0.452,0.622,0.715,0.885,1.037,1.13,1.3,1.452,1.622,1.715,1.885,2.037,2.13,2.3,2.452,2.622,2.715
713,713,0.037,0.13,0.3,0.452,0.622,0.715,0.885,1.037,1.13,1.3,1.452,1.622,1.715,1.885,2.037,2.13,2.3,2.452,2.622,2.715
714,714,0.037,0.207,0.3,0.452,0.622,0.715,0.885,1.037,1.207,1.3,1.452,1.622,1.715,1.885,2.037,2.207,2.3,2.452,2.622,2.715
715,715,0.037,0.207,0.3,0.452,0.622,0.715,0.885,1.037,1.207,1.3,1.452,1.622,1.715,1.885,2.037,2.207,2.3,2.452,2.622,2.715
716,716,0.037,0.207,0.3,0.47,0.622,0.715,0.885,1.037,1.207,1.3,1.47,1.622,1.715,1.885,2.037,2.207,2.3,2.47,2.622,2.715
717,717,0.037,0.207,0.3,0.47,0.622,0.715,0.885,1.037,1.207,1.3,1.47,1.622,1.715,1.885,2.037,2.207,2.3,2.47,2.622,2.715
718,718,0.037,0.207,0.3,0.47,0.622,0.792,0.885,1.037,1.207,1.3,1.47,1.622,1.792,1.885,2.037,2.207,2.3,2.47,2.622,2.792
719,719,0.037,0.207,0.3,0.47,0.622,0.792,0.885,1.037,1.207,1.3,1.47,1.622,1.792,1.885,2.037,2.207,2.3,2.47,2.622,2.792
720,720,0.055,0.207,0.3,0.47,0.622,0.792,0.885,1.055,1.207,1.3,1.47,1.622,1.792,1.885,2.055,2.207,2.3,2.47,2.622,2.792
721,721,0.055,0.207,0.3,0.47,0.622,0.792,0.885,1.055,1.207,1.3,1.47,1.622,1.792,1.885,2.055,2.207,2.3,2.47,2.622,2.792
722,722,0.055,0.207,0.377,0.47,0.622,0.792,0.885,1.055,1.207,1.377,1.47,1.622,1.792,1.885,2.055,2.207,2.377,2.47,2.622,2.792
723,723,0.055,0.207,0.377,0.47,0.622,0.792,0.885,1.055,1.207,1.377,1.47,1.622,1.792,1.885,2.055,2.207,2.377,2.47,2.622,2.792
724,724,0.055,0.207,0.377,0.47,0.64,0.792,0.885,1.055,1.207,1.377,1.47,1.64,1.792,1.885,2.055,2.207,2.377,2.47,2.64,2.792
725,725,0.055,0.207,0.377,0.47,0.64,0.792,0.885,1.055,1.207,1.377,1.47,1.64,1.792,1.885,2.055,2.207,2.377,2.47,2.64,2.792
726,726,0.055,0.207,0.377,0.47,0.64,0.792,0.962,1.055,1.207,1.377,1.47,1.64,1.792,1.962,2.055,2.207,2.377,2.47,2.64,2.792
727,727,0.055,0.207,0.377,0.47,0.64,0.792,0.962,1.055,1.207,1.377,1.47,1.64,1.792,1.962,2.055,2.207,2.377,2.47,2.64,2.792
728,728,0.055,0.225,0.377,0.47,0.64,0.792,0.962,1.055,1.225,1.377,1.47,1.64,1.792,1.962,2.055,2.225,2.377,2.47,2.64,2.792
729,729,0.055,0.225,0.377,0.47,0.64,0.792,0.962,1.055,1.225,1.377,1.47,1.64,1.792,1.962,2.055,2.225,2.377,2.47,2.64,2.792
730,730,0.055,0.225,0.377,0.547,0.64,0.792,0.962,1.055,1.225,1.377,1.547,1.64,1.792,1.962,2.055,2.225,2.377,2.547,2.64,2.792
731,731,0.055,0.225,0.377,0.547,0.64,0.792,0.962,1.055,1.225,1.377,1.547,1.64,1.792,1.962,2.055,2.225,2.377,2.547,2.64,2.792
732,732,0.055,0.225,0.377,0.547,0.64,0.81,0.962,1.055,1.225,1.377,1.547,1.64,1.81,1.962,2.055,2.225,2.377,2.547,2.64,2.81
733,733,0.055,0.225,0.377,0.547,0.64,0.81,0.962,1.055,1.225,1.377,1.547,1.64,1.81,1.962,2.055,2.225,2.377,2.547,2.64,2.81
734,734,0.132,0.225,0.377,0.547,0.64,0.81,0.962,1.132,1.225,1.377,1.547,1.64,1.81,1.962,2.132,2.225,2.377,2.547,2.64,2.81
735,735,0.132,0.225,0.377,0.547,0.64,0.81,0.962,1.132,1.225,1.377,1.547,1.64,1.81,1.962,2.132,2.225,2.377,2.547,2.64,2.81
736,736,0.132,0.225,0.395,0.547,0.64,0.81,0.962,1.132,1.225,1.395,1.547,1.64,1.81,1.962,2.132,2.225,2.395,2.547,2.64,2.81
737,737,0.132,0.225,0.395,0.547,0.64,0.81,0.962,1.132,1.225,1.395,1.547,1.64,1.81,1.962,2.132,2.225,2.395,2.547,2.64,2.81
738,738,0.132,0.225,0.395,0.547,0.717,0.81,0.962,1.132,1.225,1.395,1.547,1.717,1.81,1.962,2.132,2.225,2.395,2.547,2.717,2.81
739,739,0.132,0.225,0.395,0.547,0.717,0.81,0.962,1.132,1.225,1.395,1.547,1.717,1.81,1.962,2.132,2.225,2.395,2.547,2.717,2.81
740,740,0.132,0.225,0.395,0.547,0.717,0.81,0.98,1.132,1.225,1.395,1.547,1.717,1.81,1.98,2.132,2.225,2.395,2.547,2.717,2.81
741,741,0.132,0.225,0.395,0.547,0.717,0.81,0.98,1.132,1.225,1.395,1.547,1.717,1.81,1.98,2.132,2.225,2.395,2.547,2.717,2.81
742,742,0.132,0.302,0.395,0.547,0.717,0.81,0.98,1.132,1.302,1.395,1.547,1.717,1.81,1.98,2.132,2.302,2.395,2.547,2.717,2.81
743,743,0.132,0.302,0.395,0.547,0.717,0.81,0.98,1.132,1.302,1.395,1.547,1.717,1.81,1.98,2.132,2.302,2.395,2.547,2.717,2.81
744,744,0.132,0.302,0.395,0.565,0.717,0.81,0.98,1.132,1.302,1.395,1.565,1.717,1.81,1.98,2.132,2.302,2.395,2.565,2.717,2.81
745,745,0.132,0.302,0.395,0.565,0.717,0.81,0.98,1.132,1.302,1.395,1.565,1.717,1.81,1.98,2.132,2.302,2.395,2.565,2.717,2.81
746,746,0.132,0.302,0.395,0.565,0.717,0.887,0.98,1.132,1.302,1.395,1.565,1.717,1.887,1.98,2.132,2.302,2.395,2.565,2.717,2.887
747,747,0.132,0.302,0.395,0.565,0.717,0.887,0.98,1.132,1.302,1.395,1.565,1.717,1.887,1.98,2.132,2.302,2.395,2.565,2.717,2.887
748,748,0.15,0.302,0.395,0.565,0.717,0.887,0.98,1.15,1.302,1.395,1.565,1.717,1.887,1.98,2.15,2.302,2.395,2.565,2.717,2.887
749,749,0.15,0.302,0.395,0.565,0.717,0.887,0.98,1.15,1.302,1.395,1.565,1.717,1.887,1.98,2.15,2.302,2.395,2.565,2.717,2.887
750,750,0.15,0.302,0.472,0.565,0.717,0.887,0.98,1.15,1.302,1.472,1.565,1.717,1.887,1.98,2.15,2.302,2.472,2.565,2.717,2.887
751,751,0.15,0.302,0.472,0.565,0.717,0.887,0.98,1.15,1.302,1.472,1.565,1.717,1.887,1.98,2.15,2.302,2.472,2.565,2.717,2.887
752,752,0.15,0.302,0.472,0.565,0.735,0.887,0.98,1.15,1.302,1.472,1.565,1.735,1.887,1.98,2.15,2.302,2.472,2.565,2.735,2.887
753,753,0.15,0.302,0.472,0.565,0.735,0.887,0.98,1.15,1.302,1.472,1.565,1.735,1.887,1.98,2.15,2.302,2.472,2.565,2.735,2.887
754,754,0.057,0.15,0.302,0.472,0.565,0.735,0.887,1.057,1.15,1.302,1.472,1.565,1.735,1.887,2.057,2.15,2.302,2.472,2.565,2.735
755,755,0.057,0.15,0.302,0.472,0.565,0.735,0.887,1.057,1.15,1.302,1.472,1.565,1.735,1.887,2.057,2.15,2.302,2.472,2.565,2.735
756,756,0.057,0.15,0.32,0.472,0.565,0.735,0.887,1.057,1.15,1.32,1.472,1.565,1.735,1.887,2.057,2.15,2.32,2.472,2.565,2.735
757,757,0.057,0.15,0.32,0.472,0.565,0.735,0.887,1.057,1.15,1.32,1.472,1.565,1.735,1.887,2.057,2.15,2.32,2.472,2.565,2.735
758,758,0.057,0.15,0.32,0.472,0.642,0.735,0.887,1.057,1.15,1.32,1.472,1.642,1.735,1.887,2.057,2.15,2.32,2.472,2.642,2.735
759,759,0.057,0.15,0.32,0.472,0.642,0.735,0.887,1.057,1.15,1.32,1.472,1.642,1.735,1.887,2.057,2.15,2.32,2.472,2.642,2.735
760,760,0.057,0.15,0.32,0.472,0.642,0.735,0.905,1.057,1.15,1.32,1.472,1.642,1.735,1.905,2.057,2.15,2.32,2.472,2.642,2.735
761,761,0.057,0.15,0.32,0.472,0.642,0.735,0.905,1.057,1.15,1.32,1.472,1.642,1.735,1.905,2.057,2.15,2.32,2.472,2.642,2.735
762,762,0.057,0.227,0.32,0.472,0.642,0.735,0.905,1.057,1.227,1.32,1.472,1.642,1.735,1.905,2.057,2.227,2.32,2.472,2.642,2.735
763,763,0.057,0.227,0.32,0.472,0.642,0.735,0.905,1.057,1.227,1.32,1.472,1.642,1.735,1.905,2.057,2.227,2.32,2.472,2.642,2.735
764,764,0.057,0.227,0.32,0.49,0.642,0.735,0.905,1.057,1.227,1.32,1.49,1.642,1.735,1.905,2.057,2.227,2.32,2.49,2.642,2.735
765,765,0.057,0.227,0.32,0.49,0.642,0.735,0.905,1.057,1.227,1.32,1.49,1.642,1.735,1.905,2.057,2.227,2.32,2.49,2.642,2.735
766,766,0.057,0.227,0.32,0.49,0.642,0.812,0.905,1.057,1.227,1.32,1.49,1.642,1.812,1.905,2.057,2.227,2.32,2.49,2.642,2.812
767,767,0.057,0.227,0.32,0.49,0.642,0.812,0.905,1.057,1.227,1.32,1.49,1.642,1.812,1.905,2.057,2.227,2.32,2.49,2.642,2.812
768,768,0.075,0.227,0.32,0.49,0.642,0.812,0.905,1.075,1.227,1.32,1.49,1.642,1.812,1.905,2.075,2.227,2.32,2.49,2.642,2.812
769,769,0.075,0.227,0.32,0.49,0.642,0.812,0.905,1.075,1.227,1.32,1.49,1.642,1.812,1.905,2.075,2.227,2.32,2.49,2.642,2.812
770,770,0.075,0.227,0.397,0.49,0.642,0.812,0.905,1.075,1.227,1.397,1.49,1.642,1.812,1.905,2.075,2.227,2.397,2.49,2.642,2.812
771,771,0.075,0.227,0.397,0.49,0.642,0.812,0.905,1.075,1.227,1.397,1.49,1.642,1.812,1.905,2.075,2.227,2.397,2.49,2.642,2.812
772,772,0.075,0.227,0.397,0.49,0.66,0.812,0.905,1.075,1.227,1.397,1.49,1.66,1.812,1.905,2.075,2.227,2.397,2.49,2.66,2.812
773,773,0.075,0.227,0.397,0.49,0.66,0.812,0.905,1.075,1.227,1.397,1.49,1.66,1.812,1.905,2.075,2.227,2.397,2.49,2.66,2.812
774,774,0.075,0.227,0.397,0.49,0.66,0.812,0.982,1.075,1.227,1.397,1.49,1.66,1.812,1.982,2.075,2.227,2.397,2.49,2.66,2.812
775,775,0.075,0.227,0.397,0.49,0.66,0.812,0.982,1.075,1.227,1.397,1.49,1.66,1.812,1.982,2.075,2.227,2.397,2.49,2.66,2.812
776,776,0.075,0.245,0.397,0.49,0.66,0.812,0.982,1.075,1.245,1.397,1.49,1.66,1.812,1.982,2.075,2.245,2.397,2.49,2.66,2.812
777,777,0.075,0.245,0.397,0.49,0.66,0.812,0.982,1.075,1.245,1.397,1.49,1.66,1.812,1.982,2.075,2.245,2.397,2.49,2.66,2.812
778,778,0.075,0.245,0.397,0.567,0.66,0.812,0.982,1.075,1.245,1.397,1.567,1.66,1.812,1.982,2.075,2.245,2.397,2.567,2.66,2.812
779,779,0.075,0.245,0.397,0.567,0.66,0.812,0.982,1.075,1.245,1.397,1.567,1.66,1.812,1.982,2.075,2.245,2.397,2.567,2.66,2.812
780,780,0.075,0.245,0.397,0.567,0.66,0.83,0.982,1.075,1.245,1.397,1.567,1.66,1.83,1.982,2.075,2.245,2.397,2.567,2.66,2.83
781,781,0.075,0.245,0.397,0.567,0.66,0.83,0.982,1.075,1.245,1.397,1.567,1.66,1.83,1.982,2.075,2.245,2.397,2.567,2.66,2.83
782,782,0.152,0.245,0.397,0.567,0.66,0.83,0.982,1.152,1.245,1.397,1.567,1.66,1.83,1.982,2.152,2.245,2.397,2.567,2.66,2.83
783,783,0.152,0.245,0.397,0.567,0.66,0.83,0.982,1.152,1.245,1.397,1.567,1.66,1.83,1.982,2.152,2.245,2.397,2.567,2.66,2.83
784,784,0.152,0.245,0.415,0.567,0.66,0.83,0.982,1.152,1.245,1.415,1.567,1.66,1.83,1.982,2.152,2.245,2.415,2.567,2.66,2.83
785,785,0.152,0.245,0.415,0.567,0.66,0.83,0.982,1.152,1.245,1.415,1.567,1.66,1.83,1.982,2.152,2.245,2.415,2.567,2.66,2.83
786,786,0.152,0.245,0.415,0.567,0.737,0.83,0.982,1.152,1.245,1.415,1.567,1.737,1.83,1.982,2.152,2.245,2.415,2.567,2.737,2.83
787,787,0.152,0.245,0.415,0.567,0.737,0.83,0.982,1.152,1.245,1.415,1.567,1.737,1.83,1.982,2.152,2.245,2.415,2.567,2.737,2.83
788,788,0,0.152,0.245,0.415,0.567,0.737,0.83,1,1.152,1.245,1.415,1.567,1.737,1.83,2,2.152,2.245,2.415,2.567,2.737
789,789,0,0.152,0.245,0.415,0.567,0.737,0.83,1,1.152,1.245,1.415,1.567,1.737,1.83,2,2.152,2.245,2.415,2.567,2.737
790,790,0,0.152,0.322,0.415,0.567,0.737,0.83,1,1.152,1.322,1.415,1.567,1.737,1.83,2,2.152,2.322,2.415,2.567,2.737
791,791,0,0.152,0.322,0.415,0.567,0.737,0.83,1,1.152,1.322,1.415,1.567,1.737,1.83,2,2.152,2.322,2.415,2.567,2.737
792,792,0,0.152,0.322,0.415,0.585,0.737,0.83,1,1.152,1.322,1.415,1.585,1.737,1.83,2,2.152,2.322,2.415,2.585,2.737
793,793,0,0.152,0.322,0.415,0.585,0.737,0.83,1,1.152,1.322,1.415,1.585,1.737,1.83,2,2.152,2.322,2.415,2.585,2.737
794,794,0,0.152,0.322,0.415,0.585,0.737,0.907,1,1.152,1.322,1.415,1.585,1.737,1.907,2,2.152,2.322,2.415,2.585,2.737
795,795,0,0.152,0.322,0.415,0.585,0.737,0.907,1,1.152,1.322,1.415,1.585,1.737,1.907,2,2.152,2.322,2.415,2.585,2.737
796,796,0,0.17,0.322,0.415,0.585,0.737,0.907,1,1.17,1.322,1.415,1.585,1.737,1.907,2,2.17,2.322,2.415,2.585,2.737
797,797,0,0.17,0.322,0.415,0.585,0.737,0.907,1,1.17,1.322,1.415,1.585,1.737,1.907,2,2.17,2.322,2.415,2.585,2.737
798,798,0,0.17,0.322,0.492,0.585,0.737,0.907,1,1.17,1.322,1.492,1.585,1.737,1.907,2,2.17,2.322,2.492,2.585,2.737
799,799,0,0.17,0.322,0.492,0.585,0.737,0.907,1,1.17,1.322,1.492,1.585,1.737,1.907,2,2.17,2.322,2.492,2.585,2.737
